count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
11,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/htrga/41820?src=19,Sr Report Developer REMOTE!!!!,Hunter Technical Resources,,,,
12,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10122753/95080?src=19,Business Systems Consultant,Ciber,Indianapolis,,,
13,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/EXECUSCH/J134688?src=19,Senior Release Engineer,Execu/Search Group,Cambridge,,,
14,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/fergsn/26552BR?src=19,IT Business Analyst - Order Management,Ferguson,Newport News,,,
15,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/booz/J3F2G879K5Q8XKB6J3Y?src=19,Information Management Consultant,,,,,
16,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10116504/1314?src=19,Product Data Analyst,MAPFRE U.S.A. Corp.,Webster,,,
17,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110049/Req-1951?src=19,Systems Architect with Tririga,Pegasus Knowledge Solutions,Schaumburg,,,
18,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110693/732679?src=19,Salesforce Developer with Java Experience - San Francisco,,,,,
19,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10193123/436157?src=19,Accountant,Caliper Inc,New Gloucester,,,
20,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10271304/717561?src=19,.Net with Sitcore Experience for Fulltime at IL,Net2Source Inc.,chicago,,,
21,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10216105/154729?src=19,Big Data Analytics Engineer,DRISHTICON,San Francisco,,,
22,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/infotny/16-12809CA?src=19,Associate Portfolio Manager,DIVERSANT,,,,
23,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX18b1ca/1922_264644?src=19,EMEA Head of Enterprise Inside Sales,Dropbox,Dublin,10/7/16,,
24,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16019583?src=19,Director,,,,,
25,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10124418/671438?src=19,Front End Web Developer(JavaScript),Systems Technology Group Inc. (STG),Detroit,,,
26,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTL234491/16-0791?src=19,Specialist - Construction 16-0791,Con Edison,Bronx,,,
27,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/aces/00019267031?src=19,React JS Developer,Cognizant Technology Solutions,Chicago,,,
28,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10330808/A04C06J576?src=19,Executive Administrative Assistant,VDart,,,,
29,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10397640/902404?src=19,Java Developer (0-3 Yrs Exp),SynergisticIT,Seattle,,,
30,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10380692/BHJOB10147_3233?src=19,BI /  Business Intelligence Data Analyst,eHire,Atlanta,,,
31,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/informca/INFOA00572143?src=19,Sr. Professional Services Consultant - Informatica MDM - West,Informatica,Boston,,,
32,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10118419/691285?src=19,Network Monitoring Engineer,Shoretel,,,,
33,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/accperny/7079892?src=19,Risk and Compliance Level 3 Support Specialist,Access Staffing,New York,,,
34,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxjudgpa/508043?src=19,ServiceNow Administrator,The Judge Group,Houston,,,
35,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CLEARP/4736238?src=19,Embedded Software Support,Clearpoint Technology,,,,
36,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10505979/741553?src=19,Project Manager I,Nespon,Atlanta,,,
37,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX1b9c81/4703779?src=19,Telecommunications Product Development Director,TELEGO Inc.,Brooklyn,,,
38,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/itca001/16-04717?src=19,Principal Software Engineer,Ascent,Englewood,,,
39,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/50050274/2016-18359?src=19,Java JEE Developer  Integration Services,Maximus Inc,Falls Church,,,
40,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/KB2-130960463?src=19,Director of Product Management - iPaaS,CyberCoders,San Mateo,,,
41,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/silent/TRVJP2653?src=19,Help Desk (NO H1-B),ADPI,,,,
42,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX15e409/1793?src=19,SharePoint Development Lead,By Light Professional IT Services,Fort Meade,,,
43,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10496857/SD-Linuxadmin?src=19,Linux Administrator,Vanyil LLC,Bellevue,,,
44,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazonAWS/444378?src=19,Senior Applied Scientist,Amazon,Seattle,,,
45,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10121957/2775?src=19,JOB TITLE: Software Engineer I  Network Assurance,LGS Innovations LLC,Florham Park,,,
46,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/vsky001/691954?src=19,Sr. Project Manager,V-Soft Consulting Group,,,,
47,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10519007/659923?src=19,Mainframe Capacity Planner,VBridge Global,Lincolnshire,,,
48,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110992/710543?src=19,Physical Design Methodology and Flow Development Engineer -7615,Xpeerant Inc.,San Diego,,,
49,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/hcl001ERS/707323?src=19,Senior Technical Lead,HCL America Inc.,auburn hills,,,
50,845,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Knowledge&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10117979/161990?src=19,Sales Engineer,Experian Limited,Boston,,,
count,firstDocument,lastDocument,nextUrl,resultItemList.detailUrl,resultItemList.jobTitle,resultItemList.company,resultItemList.location,resultItemList.date,,,
1,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/alphacon/16-01097?src=19,Scientific Application Support with LES,,,,,
2,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/itca001/16-07128?src=19,Project Coordinator,Ascent,Westlake Village,,,
3,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/itca001/16-07827?src=19,Quality Assurance Analyst (POS Payments experience),Ascent,Livermore,,,
4,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/iconma/DEV12764?src=19,UX/UI Mobile Designer,ICONMA,McLean,,,
5,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/palmeria/23047?src=19,Computer Operator,Palmer Group,Des Moines,,,
6,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10124418/SciData?src=19,Advanced Analytics Data Scientist,Systems Technology Group Inc. (STG),Auburn Hills,,,
7,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10110305/738693?src=19,Technical Analyst - Hyperion,Aptude,,,,
8,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX150674/4730461?src=19,Data Analyst,CCAF,Oakland,,,
9,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90940991/BBA000012798806?src=19,Wordpress/PHP developer,Bebee Affinity Social Network,New York,,,
10,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10511897/696130?src=19,Java Lead with Data Visualization exp - Opportunity with $ Billion company!!!,Lotus Technology Professionals,San Francisco,,,
11,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ylcon/652049?src=19,Business Systems Open Text Analyst,Y & L Consulting Inc.,San Antonio,,,
12,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/RTX1923b6/717009?src=19,VP,,,,,
13,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10124549/ML-WEBPOR-MI?src=19,Web / Portal Developer,Atlantic Partners,Warren,,,
14,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10228513/16-05886?src=19,Data Architect,Genuent,,,,
15,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106153/D5628639?src=19,IT Data Analyst,iSpace,,,,
16,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cxmnpwr1/FOX_11165214-44?src=19,Data Analyst/Modeler,Experis,New York,,,
17,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/tgsnj/120154?src=19,Big Data Architect,Tekmark Global Solutions LLC,Seattle,,,
18,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ngitbot/16012143?src=19,Assured Boot Team - Software Engineer 4,NORTHROP GRUMMAN,Annapolis Junction,,,
19,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10116608/14928?src=19,Senior Data Warehouse Engineer 14928,Camber Corporation,Daleville,,,
20,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10100143/CCH1673?src=19,Development Manager (with Tour Industry experience),ITStaffResources,Plano,,,
21,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/tacman/Advantage_2560-473?src=19,Splunk Admin,Advantage,Charlotte,,,
22,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10286450/5865168?src=19,Software Developer and Test Automation,AptoNet Inc,Middletown,,,
23,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10123851/4809?src=19,Senior Research Engineer - Machine Learning (4809r),Embedded Resource Group,,,,
24,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10216736/US33YADD_BH1166410?src=19,ABAP Programmer,Kelly Services,Saginaw,,,
25,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10106768/29878?src=19,IBM InfoSphere MDM Programmer,World Technologies,,,,
26,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/htcinc/719639?src=19,Data Analytics Consultant,HTC Global Services,,,,
27,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10209855/590471?src=19,Senior Big Data Architect,Daugherty Business Solutions,Saint Louis,,,
28,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/atrilogy/614453?src=19,SDET II,Atrilogy Solutions Group,,,,
29,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10435915/669673?src=19,Agency Technical Support,Comm-Works,Lubbock,,,
30,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10525498/10071?src=19,Senior Oracle DBA,nDimensions,Southfield,,,
31,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10109419/1575221?src=19,Business / Data Analyst Intern,Hewlett Packard Enterprise Company,Roseville,,,
32,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/CANONNY/6167-734?src=19,Sr. Data Security and Compliance Analyst,Canon USA Inc.,Melville,,,
33,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/ndi/564851?src=19,Oracle DBA,eclaro,atlanta,,,
34,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/90734387/428135?src=19,Data Analyst/Business Systems Analyst  Data Warehouse,RiTek Solutions,Glen Allen,,,
35,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10301628/469116?src=19,Java Developer,enVista LLC,Carmel,,,
36,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/kforcecx/ITAQG1566651?src=19,Applications Developer,Kforce Inc.,Jersey City,,,
37,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/amazon20/370225?src=19,Networking Support Engineer - Amazon Web Services,Amazon,Herndon,,,
38,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/10484807/725366?src=19,Technical Consultant,Alkami Technology,Plano,,,
39,7681,1,50,/api/rest/jobsearch/v1/simple.json?areacode=&country=&state=&skill=Open+Source+data+science+tools&city=&text=&ip=&diceid=&page=2,http://www.dice.com/job/result/cybercod/MO1-130806372?src=19,Data Scientist - Machine Learning,,,,,
